u,v,length,highway,geometry,edge_id
10199613951,10199613952,80.566,residential,"LINESTRING (77.6791021 12.8347504, 77.6783607 12.8347996)",1546
10199613951,11400117604,114.97500000000001,residential,"LINESTRING (77.6791021 12.8347504, 77.6790597 12.8346612, 77.6788672 12.8342188, 77.6788344 12.8341433, 77.6787596 12.8339942, 77.6786663 12.8338081)",1547
10199613951,1817171091,58.996,residential,"LINESTRING (77.6791021 12.8347504, 77.6792515 12.8350645, 77.6793461 12.8352241)",1548
10199613952,10199613951,80.566,residential,"LINESTRING (77.6783607 12.8347996, 77.6791021 12.8347504)",1549
10206677053,2556889318,12.006,tertiary,"LINESTRING (77.6843669 12.8345996, 77.6843555 12.8344922)",1550
10206677053,2550437785,26.796,tertiary,"LINESTRING (77.6843669 12.8345996, 77.6843924 12.8348393)",1551
10206677053,10206677054,65.254,residential,"LINESTRING (77.6843669 12.8345996, 77.6849639 12.834525)",1552
10206677054,10206677055,40.673,residential,"LINESTRING (77.6849639 12.834525, 77.6853356 12.8344755)",1553
10206677054,10206677053,65.254,residential,"LINESTRING (77.6849639 12.834525, 77.6843669 12.8345996)",1554
10206677054,10206677056,27.207,residential,"LINESTRING (77.6849639 12.834525, 77.6849914 12.8347682)",1555
10206677055,10206677054,40.673,residential,"LINESTRING (77.6853356 12.8344755, 77.6849639 12.834525)",1556
10206677056,2550437788,77.148,residential,"LINESTRING (77.6849914 12.8347682, 77.685698 12.8346862)",1557
10206677056,2550437785,65.421,residential,"LINESTRING (77.6849914 12.8347682, 77.6843924 12.8348393)",1558
10206677056,10206677054,27.207,residential,"LINESTRING (77.6849914 12.8347682, 77.6849639 12.834525)",1559
10206689846,2951991126,51.177,residential,"LINESTRING (77.685767 12.8355212, 77.6858231 12.8358204, 77.6858553 12.8359733)",1560
10206690263,2389245112,43.366,residential,"LINESTRING (77.6862282 12.8367926, 77.6861583 12.8364086)",1561
10206690263,2389245128,32.666,residential,"LINESTRING (77.6862282 12.8367926, 77.6865253 12.8367437)",1562
10206690263,2389245128,190.733,residential,"LINESTRING (77.6862282 12.8367926, 77.6862393 12.8368531, 77.6863536 12.8374897, 77.6866447 12.837456, 77.6865253 12.8367437)",1563
10206690264,2389245118,43.405,residential,"LINESTRING (77.6868103 12.8366968, 77.6867455 12.8363116)",1564
10206690264,2389245128,31.336,residential,"LINESTRING (77.6868103 12.8366968, 77.6865253 12.8367437)",1565
10206690264,2389245122,82.8,residential,"LINESTRING (77.6868103 12.8366968, 77.686868 12.8370398, 77.686934 12.8374316)",1566
10206690265,2389245237,279.34,residential,"LINESTRING (77.686235 12.834325, 77.6869292 12.8342016, 77.6881353 12.8340508, 77.6881972 12.8340853, 77.6882149 12.8341973, 77.6886737 12.8341104)",1567
10206690266,2389244921,50.512,residential,"LINESTRING (77.6856505 12.8324245, 77.6857045 12.8328757)",1568
10206717438,10206734321,16.099,tertiary,"LINESTRING (77.6882535 12.8360626, 77.6883999 12.8360384)",1569
10206717438,2951993235,31.074,tertiary,"LINESTRING (77.6882535 12.8360626, 77.6879709 12.8361092)",1570
10206717438,10206717439,102.75999999999999,residential,"LINESTRING (77.6882535 12.8360626, 77.6881689 12.835536, 77.6881175 12.8351481)",1571
10206717439,2389245192,31.431,residential,"LINESTRING (77.6881175 12.8351481, 77.6884043 12.8351068)",1572
10206717439,2389245204,31.019,residential,"LINESTRING (77.6881175 12.8351481, 77.6880883 12.8348706)",1573
10206717439,10206717438,102.75999999999999,residential,"LINESTRING (77.6881175 12.8351481, 77.6881689 12.835536, 77.6882535 12.8360626)",1574
10206717440,10206717441,101.073,residential,"LINESTRING (77.6887885 12.8350524, 77.6889559 12.8359466)",1575
10206717440,2389245192,42.091,residential,"LINESTRING (77.6887885 12.8350524, 77.6884043 12.8351068)",1576
10206717440,2389245183,47.929,residential,"LINESTRING (77.6887885 12.8350524, 77.689226 12.8349905)",1577
10206717441,2389245180,45.975,tertiary,"LINESTRING (77.6889559 12.8359466, 77.689374 12.8358775)",1578
10206717441,2389245194,43.093,tertiary,"LINESTRING (77.6889559 12.8359466, 77.688564 12.8360113)",1579
10206717441,10206717440,101.073,residential,"LINESTRING (77.6889559 12.8359466, 77.6887885 12.8350524)",1580
10206734318,2389245186,43.769,residential,"LINESTRING (77.6897458 12.8354169, 77.6898144 12.8358048)",1581
10206734318,2389245183,102.893,residential,"LINESTRING (77.6897458 12.8354169, 77.689659 12.8349259, 77.689226 12.8349905)",1582
10206734318,10206734320,104.09700000000001,residential,"LINESTRING (77.6897458 12.8354169, 77.6900209 12.8353719, 77.6899351 12.834713)",1583
10206734320,10206734318,104.09700000000001,residential,"LINESTRING (77.6899351 12.834713, 77.6900209 12.8353719, 77.6897458 12.8354169)",1584
10206734321,2389245194,18.045,tertiary,"LINESTRING (77.6883999 12.8360384, 77.688564 12.8360113)",1585
10206734321,10206717438,16.099,tertiary,"LINESTRING (77.6883999 12.8360384, 77.6882535 12.8360626)",1586
10206734321,2951994446,116.27699999999999,residential,"LINESTRING (77.6883999 12.8360384, 77.6885071 12.8365286, 77.6890583 12.8364412)",1587
10206772895,5279544112,10.409,tertiary,"LINESTRING (77.6778381 12.826488, 77.6777523 12.82653)",1588
10206772895,10206772896,76.7,residential,"LINESTRING (77.6778381 12.826488, 77.6775377 12.8258635)",1589
10206772895,2389211701,90.945,tertiary,"LINESTRING (77.6778381 12.826488, 77.6780483 12.8263851, 77.6782077 12.8263204, 77.6782737 12.8262936, 77.6784117 12.8262507, 77.6786162 12.8261872)",1590
10206772896,10206772895,76.7,residential,"LINESTRING (77.6775377 12.8258635, 77.6778381 12.826488)",1591
10206772896,11027134873,100.16,residential,"LINESTRING (77.6775377 12.8258635, 77.6780109 12.8256812, 77.678046 12.8255328, 77.6780674 12.8252813)",1592
10206772896,7374411158,145.626,residential,"LINESTRING (77.6775377 12.8258635, 77.6772564 12.8259718, 77.676301 12.8263742)",1593
10206776005,7370971207,121.226,residential,"LINESTRING (77.6801726 12.8386341, 77.6795759 12.8395561)",1594
10206780371,2389245035,102.696,residential,"LINESTRING (77.6898533 12.8394063, 77.6896484 12.8385046)",1595
10206780371,10206780372,34.328,residential,"LINESTRING (77.6898533 12.8394063, 77.6895451 12.8394771)",1596
10206780372,10206780373,102.187,residential,"LINESTRING (77.6895451 12.8394771, 77.6893294 12.8385825)",1597
10206780372,10206780371,34.328,residential,"LINESTRING (77.6895451 12.8394771, 77.6898533 12.8394063)",1598
10206780372,10206780374,28.893,residential,"LINESTRING (77.6895451 12.8394771, 77.6892853 12.839535)",1599
10206780373,10206780375,30.665,residential,"LINESTRING (77.6893294 12.8385825, 77.689055 12.8386494)",1600
10206780373,2389245035,35.653,residential,"LINESTRING (77.6893294 12.8385825, 77.6896484 12.8385046)",1601
10206780373,10206780372,102.187,residential,"LINESTRING (77.6893294 12.8385825, 77.6895451 12.8394771)",1602
10206780374,10206780375,101.59,residential,"LINESTRING (77.6892853 12.839535, 77.689055 12.8386494)",1603
10206780374,10206780372,28.893,residential,"LINESTRING (77.6892853 12.839535, 77.6895451 12.8394771)",1604
10206780374,10206780376,26.655,residential,"LINESTRING (77.6892853 12.839535, 77.6890469 12.8395936)",1605
10206780375,10206780373,30.665,residential,"LINESTRING (77.689055 12.8386494, 77.6893294 12.8385825)",1606
10206780375,10206780374,101.59,residential,"LINESTRING (77.689055 12.8386494, 77.6892853 12.839535)",1607
10206780375,10206780377,25.738,residential,"LINESTRING (77.689055 12.8386494, 77.6889544 12.838674, 77.6888244 12.8387044)",1608
10206780376,10206780377,101.775,residential,"LINESTRING (77.6890469 12.8395936, 77.6888244 12.8387044)",1609
10206780376,10206780374,26.655,residential,"LINESTRING (77.6890469 12.8395936, 77.6892853 12.839535)",1610
10206780376,7146885858,109.722,residential,"LINESTRING (77.6890469 12.8395936, 77.6888159 12.8396487, 77.6886164 12.8389193)",1611
10206780377,10206780376,101.775,residential,"LINESTRING (77.6888244 12.8387044, 77.6890469 12.8395936)",1612
10206780377,10206780375,25.738,residential,"LINESTRING (77.6888244 12.8387044, 77.6889544 12.838674, 77.689055 12.8386494)",1613
10206780377,7146885858,43.005,residential,"LINESTRING (77.6888244 12.8387044, 77.6886007 12.838758, 77.6886097 12.8388173, 77.6886164 12.8389193)",1614
10207067029,10207067033,79.487,residential,"LINESTRING (77.6820243 12.8457542, 77.6827436 12.8456157)",1615
10207067030,10207067036,57.022,residential,"LINESTRING (77.6840147 12.845371, 77.6834987 12.8454704)",1616
10207067031,10207067034,61.35,residential,"LINESTRING (77.682275 12.8460638, 77.6828297 12.8459546)",1617
10207067032,10207067037,58.726,residential,"LINESTRING (77.6841409 12.8457249, 77.6836084 12.8458218)",1618
10207067033,10207067036,83.441,residential,"LINESTRING (77.6827436 12.8456157, 77.6834987 12.8454704)",1619
10207067033,10207067034,38.823,residential,"LINESTRING (77.6827436 12.8456157, 77.6828297 12.8459546)",1620
10207067033,10207067029,79.487,residential,"LINESTRING (77.6827436 12.8456157, 77.6820243 12.8457542)",1621
10207067034,10207067037,85.702,residential,"LINESTRING (77.6828297 12.8459546, 77.6836084 12.8458218)",1622
10207067034,10207067035,66.469,residential,"LINESTRING (77.6828297 12.8459546, 77.6829849 12.8465329)",1623
10207067034,10207067031,61.35,residential,"LINESTRING (77.6828297 12.8459546, 77.682275 12.8460638)",1624
10207067034,10207067033,38.823,residential,"LINESTRING (77.6828297 12.8459546, 77.6827436 12.8456157)",1625
10207067035,11001200066,8.544,tertiary,"LINESTRING (77.6829849 12.8465329, 77.6829093 12.8465546)",1626
10207067035,10207067034,66.469,residential,"LINESTRING (77.6829849 12.8465329, 77.6828297 12.8459546)",1627
10207067035,10207067038,87.806,tertiary,"LINESTRING (77.6829849 12.8465329, 77.6830521 12.8465136, 77.6837666 12.8463263)",1628
10207067036,10207067033,83.441,residential,"LINESTRING (77.6834987 12.8454704, 77.6827436 12.8456157)",1629
10207067036,10207067030,57.022,residential,"LINESTRING (77.6834987 12.8454704, 77.6840147 12.845371)",1630
10207067036,10207067037,40.843,residential,"LINESTRING (77.6834987 12.8454704, 77.6835764 12.8457192, 77.6836084 12.8458218)",1631
10207067037,10207067034,85.702,residential,"LINESTRING (77.6836084 12.8458218, 77.6828297 12.8459546)",1632
10207067037,10207067038,58.661,residential,"LINESTRING (77.6836084 12.8458218, 77.6837666 12.8463263)",1633
10207067037,10207067032,58.726,residential,"LINESTRING (77.6836084 12.8458218, 77.6841409 12.8457249)",1634
10207067037,10207067036,40.843,residential,"LINESTRING (77.6836084 12.8458218, 77.6835764 12.8457192, 77.6834987 12.8454704)",1635
10207067038,5957248089,34.152,tertiary,"LINESTRING (77.6837666 12.8463263, 77.6840708 12.8462465)",1636
10207067038,10207067037,58.661,residential,"LINESTRING (77.6837666 12.8463263, 77.6836084 12.8458218)",1637
10207067038,10207067035,87.806,tertiary,"LINESTRING (77.6837666 12.8463263, 77.6830521 12.8465136, 77.6829849 12.8465329)",1638
10207093318,10207093319,36.623,residential,"LINESTRING (77.6842911 12.8478899, 77.683969 12.8479892)",1639
10207093319,10207093318,36.623,residential,"LINESTRING (77.683969 12.8479892, 77.6842911 12.8478899)",1640
10207093319,11001257097,23.157,residential,"LINESTRING (77.683969 12.8479892, 77.6839057 12.8477903)",1641
10216316510,7377587319,14.84,residential,"LINESTRING (77.6720576 12.8290376, 77.6719505 12.8289545)",1642
10216316510,10035539009,116.84100000000001,residential,"LINESTRING (77.6720576 12.8290376, 77.6717906 12.8292379, 77.67164 12.829338, 77.6712771 12.8294849, 77.6711153 12.8295193)",1643
10216316510,11411581256,73.523,residential,"LINESTRING (77.6720576 12.8290376, 77.672202 12.8291879, 77.6724933 12.8295437)",1644
10224900665,7374851811,103.541,tertiary,"LINESTRING (77.6727823 12.8273423, 77.6727016 12.8273507, 77.6725761 12.8273866, 77.6724168 12.827439, 77.6721845 12.8274897, 77.671989 12.8275455, 77.6718645 12.8275916)",1645
10224900665,1472212679,169.201,tertiary,"LINESTRING (77.6727823 12.8273423, 77.6728347 12.8272951, 77.6728867 12.8272389, 77.6729478 12.8271916, 77.6730291 12.8271727, 77.6742791 12.8271843)",1646
10224900665,10224900669,100.036,residential,"LINESTRING (77.6727823 12.8273423, 77.6727839 12.8275551, 77.6727563 12.827743, 77.6727832 12.8280034, 77.6730245 12.8280005)",1647
10224900669,10224900665,100.036,residential,"LINESTRING (77.6730245 12.8280005, 77.6727832 12.8280034, 77.6727563 12.827743, 77.6727839 12.8275551, 77.6727823 12.8273423)",1648
10246034665,7207534739,92.473,residential,"LINESTRING (77.6896518 12.8296505, 77.6897114 12.8304801)",1649
10246034665,2550461606,278.582,residential,"LINESTRING (77.6896518 12.8296505, 77.6892232 12.8295987, 77.6888942 12.8295615, 77.6888412 12.8295098, 77.688501 12.8295012, 77.688174 12.8294926, 77.687772 12.8295012, 77.6876836 12.829471, 77.6876439 12.829359, 77.687635 12.8292255, 77.687582 12.8289282)",1650
10246034666,7207534739,48.305,residential,"LINESTRING (77.6897461 12.8309132, 77.6897114 12.8304801)",1651
10287015907,11411581256,13.924,residential,"LINESTRING (77.6725735 12.8296415, 77.6724933 12.8295437)",1652
10287251398,1472212685,73.462,residential,"LINESTRING (77.6763698 12.8279006, 77.67614 12.8272791)",1653
10309431721,13200198882,13.861,residential,"LINESTRING (77.6894151 12.8417216, 77.6893751 12.8416032)",1654
10309431721,1311744753,264.838,tertiary,"LINESTRING (77.6894151 12.8417216, 77.6892565 12.8417714, 77.6876499 12.8423169, 77.6871069 12.8425013)",1655
10309431723,7146885858,262.668,residential,"LINESTRING (77.6880305 12.8403739, 77.6878708 12.8403951, 77.6878642 12.8402733, 77.6878238 12.8395338, 77.6877943 12.8392246, 77.6877795 12.8390781, 77.6877815 12.8390291, 77.6877983 12.839016, 77.6878399 12.8389938, 77.6883858 12.8389704, 77.6885869 12.8389441, 77.6886164 12.8389193)",1656
10542355473,7374081141,135.04999999999998,residential,"LINESTRING (77.6660096 12.8243956, 77.6659934 12.8242484, 77.6658494 12.8231912)",1657
10576282114,10199190238,75.619,residential,"LINESTRING (77.6733347 12.8238545, 77.6732089 12.8231856)",1658
10672725297,10672725304,162.603,residential,"LINESTRING (77.6796144 12.83138, 77.6802854 12.8315784, 77.6803666 12.8315879, 77.6805443 12.8309108)",1659
10672725301,2389244814,25.36,tertiary,"LINESTRING (77.6809124 12.8305247, 77.6809818 12.8303069)",1660
10672725301,1817171091,549.597,tertiary,"LINESTRING (77.6809124 12.8305247, 77.6808255 12.8308117, 77.6802623 12.8326147, 77.6801677 12.8329158, 77.6800956 12.8331454, 77.6800395 12.8333238, 77.6798566 12.833825, 77.6793461 12.8352241)",1661
10672725301,10672725304,70.049,residential,"LINESTRING (77.6809124 12.8305247, 77.6806349 12.8305656, 77.6805443 12.8309108)",1662
10672725304,10672725301,70.049,residential,"LINESTRING (77.6805443 12.8309108, 77.6806349 12.8305656, 77.6809124 12.8305247)",1663
10672725304,10672725297,162.603,residential,"LINESTRING (77.6805443 12.8309108, 77.6803666 12.8315879, 77.6802854 12.8315784, 77.6796144 12.83138)",1664
10672725304,7375161338,111.332,residential,"LINESTRING (77.6805443 12.8309108, 77.6802659 12.8308049, 77.6800269 12.8307716, 77.6795879 12.8309763)",1665
10980125650,7438211030,99.209,residential,"LINESTRING (77.6612796 12.8376343, 77.6621945 12.8376167)",1666
10980125650,10980125651,26.687,residential,"LINESTRING (77.6612796 12.8376343, 77.6612799 12.8373943)",1667
10980125650,308773652,80.374,residential,"LINESTRING (77.6612796 12.8376343, 77.6609156 12.8376669, 77.6608531 12.8376684, 77.6605399 12.8376762)",1668
10980125651,10980125650,26.687,residential,"LINESTRING (77.6612799 12.8373943, 77.6612796 12.8376343)",1669
10980284848,308770417,24.852,tertiary,"LINESTRING (77.662805 12.8402437, 77.6630227 12.8403137)",1670
10980284848,10980284849,50.765,residential,"LINESTRING (77.662805 12.8402437, 77.6626688 12.8406805)",1671
10980284849,10980284848,50.765,residential,"LINESTRING (77.6626688 12.8406805, 77.662805 12.8402437)",1672
10980302562,10980302563,25.978,residential,"LINESTRING (77.6714796 12.8390782, 77.6715558 12.8388567)",1673
10980302562,10980302576,17.377,residential,"LINESTRING (77.6714796 12.8390782, 77.6715569 12.8392151)",1674
10980302562,7370971231,28.128,residential,"LINESTRING (77.6714796 12.8390782, 77.6713869 12.8391149, 77.6712294 12.8391388)",1675
10980302563,10980302564,36.642,residential,"LINESTRING (77.6715558 12.8388567, 77.6715124 12.8385299)",1676
10980302563,10980302562,25.978,residential,"LINESTRING (77.6715558 12.8388567, 77.6714796 12.8390782)",1677
10980302563,10980302578,17.058,residential,"LINESTRING (77.6715558 12.8388567, 77.6717126 12.838844)",1678
10980302564,10980302568,15.673,residential,"LINESTRING (77.6715124 12.8385299, 77.6716509 12.8384895)",1679
10980302564,10980302563,36.642,residential,"LINESTRING (77.6715124 12.8385299, 77.6715558 12.8388567)",1680
10980302564,10980302570,101.309,residential,"LINESTRING (77.6715124 12.8385299, 77.6714799 12.8383374, 77.6713867 12.8380838, 77.6711921 12.8380904, 77.6711202 12.8382489, 77.6710396 12.838277)",1681
10980302567,5279431535,28.337,tertiary,"LINESTRING (77.6716964 12.8374008, 77.6716367 12.8371527)",1682
10980302567,7377696431,84.848,tertiary,"LINESTRING (77.6716964 12.8374008, 77.6717964 12.8378164, 77.6718706 12.8381447)",1683
10980302567,10980302568,151.07,residential,"LINESTRING (77.6716964 12.8374008, 77.6715476 12.8374483, 77.6718271 12.8384381, 77.6716509 12.8384895)",1684
10980302568,10980302564,15.673,residential,"LINESTRING (77.6716509 12.8384895, 77.6715124 12.8385299)",1685
10980302568,10980302569,133.268,residential,"LINESTRING (77.6716509 12.8384895, 77.671378 12.8373209)",1686
10980302568,10980302578,39.982,residential,"LINESTRING (77.6716509 12.8384895, 77.6717126 12.838844)",1687
10980302568,10980302567,151.07,residential,"LINESTRING (77.6716509 12.8384895, 77.6718271 12.8384381, 77.6715476 12.8374483, 77.6716964 12.8374008)",1688
10980302569,7385315123,14.491,tertiary,"LINESTRING (77.671378 12.8373209, 77.6712504 12.8373597)",1689
10980302569,10980302568,133.268,residential,"LINESTRING (77.671378 12.8373209, 77.6716509 12.8384895)",1690
10980302569,5279431535,34.141,tertiary,"LINESTRING (77.671378 12.8373209, 77.6714333 12.8373041, 77.6715844 12.8372048, 77.6716367 12.8371527)",1691
10980302570,7370971231,98.01700000000001,residential,"LINESTRING (77.6710396 12.838277, 77.6710463 12.838316, 77.6710558 12.8383574, 77.6712294 12.8391388)",1692
10980302570,5279431534,92.001,residential,"LINESTRING (77.6710396 12.838277, 77.6710367 12.8382601, 77.671001 12.8380107, 77.6709206 12.8374578)",1693
10980302570,10980302564,101.309,residential,"LINESTRING (77.6710396 12.838277, 77.6711202 12.8382489, 77.6711921 12.8380904, 77.6713867 12.8380838, 77.6714799 12.8383374, 77.6715124 12.8385299)",1694
10980302575,10980302578,6.908,residential,"LINESTRING (77.6717761 12.8388389, 77.6717126 12.838844)",1695
10980302576,10980302562,17.377,residential,"LINESTRING (77.6715569 12.8392151, 77.6714796 12.8390782)",1696
10980302577,7370971231,20.535,residential,"LINESTRING (77.6712675 12.8393197, 77.6712294 12.8391388)",1697
10980302578,10980302575,6.908,residential,"LINESTRING (77.6717126 12.838844, 77.6717761 12.8388389)",1698
10980302578,10980302563,17.058,residential,"LINESTRING (77.6717126 12.838844, 77.6715558 12.8388567)",1699
10980302578,10980302568,39.982,residential,"LINESTRING (77.6717126 12.838844, 77.6716509 12.8384895)",1700
10996524828,7384995666,5.353,tertiary,"LINESTRING (77.6694331 12.8333447, 77.6694411 12.8333922)",1701
10996524828,3950398066,41.598,tertiary,"LINESTRING (77.6694331 12.8333447, 77.6693706 12.8329756)",1702
10996524828,10996524829,59.751,residential,"LINESTRING (77.6694331 12.8333447, 77.669164 12.8333792, 77.6688867 12.8334149)",1703
10996524829,10996524828,59.751,residential,"LINESTRING (77.6688867 12.8334149, 77.669164 12.8333792, 77.6694331 12.8333447)",1704
10996544373,7385315087,23.889,residential,"LINESTRING (77.6728901 12.8366103, 77.6726744 12.8366542)",1705
10996544373,10996544374,63.438,residential,"LINESTRING (77.6728901 12.8366103, 77.6727626 12.8360535)",1706
10996544373,7385277583,31.502000000000002,residential,"LINESTRING (77.6728901 12.8366103, 77.6729905 12.8365898, 77.6731782 12.8365797)",1707
10996544374,7385315091,21.179,residential,"LINESTRING (77.6727626 12.8360535, 77.672954 12.8360154)",1708
10996544374,10996544373,63.438,residential,"LINESTRING (77.6727626 12.8360535, 77.6728901 12.8366103)",1709
10996544374,7385315087,84.86,residential,"LINESTRING (77.6727626 12.8360535, 77.6726253 12.8360809, 77.6725815 12.8360929, 77.672564 12.8361212, 77.6725545 12.8361377, 77.6725541 12.8361585, 77.6726744 12.8366542)",1710
10996588739,308770493,70.696,residential,"LINESTRING (77.6653972 12.8363769, 77.664765 12.8365327)",1711
10996588739,10996588740,23.88,living_street,"LINESTRING (77.6653972 12.8363769, 77.665418 12.8365907)",1712
10996588739,2398054567,78.441,residential,"LINESTRING (77.6653972 12.8363769, 77.6656597 12.8362983, 77.6660862 12.8361617)",1713
10996588740,10996588739,23.88,living_street,"LINESTRING (77.665418 12.8365907, 77.6653972 12.8363769)",1714
10997113146,7377696396,30.725,residential,"LINESTRING (77.6741068 12.8358305, 77.6740611 12.8355578)",1715
10997113146,10997113147,57.146,living_street,"LINESTRING (77.6741068 12.8358305, 77.6735814 12.8357893)",1716
10997113146,1859904794,11.199,residential,"LINESTRING (77.6741068 12.8358305, 77.6741099 12.835849, 77.6741168 12.8359307)",1717
10997113147,10997113146,57.146,living_street,"LINESTRING (77.6735814 12.8357893, 77.6741068 12.8358305)",1718
11001147343,459513980,65.052,tertiary,"LINESTRING (77.6809701 12.8462684, 77.6809755 12.8468534)",1719
11001147343,11001163909,41.522,tertiary,"LINESTRING (77.6809701 12.8462684, 77.6809666 12.845895)",1720
11001147343,11001147344,46.019,residential,"LINESTRING (77.6809701 12.8462684, 77.6813942 12.8462859)",1721
11001147344,11001147343,46.019,residential,"LINESTRING (77.6813942 12.8462859, 77.6809701 12.8462684)",1722
11001163909,11001147343,41.522,tertiary,"LINESTRING (77.6809666 12.845895, 77.6809701 12.8462684)",1723
11001163909,11001163910,39.332,residential,"LINESTRING (77.6809666 12.845895, 77.6813266 12.8459389)",1724
11001163909,459513971,100.825,tertiary,"LINESTRING (77.6809666 12.845895, 77.6809627 12.8454676, 77.6809583 12.8449883)",1725
11001163910,11001163909,39.332,residential,"LINESTRING (77.6813266 12.8459389, 77.6809666 12.845895)",1726
11001164261,11001164262,36.284,residential,"LINESTRING (77.6802993 12.8469232, 77.6803198 12.8472489)",1727
11001164261,10095175760,43.399,tertiary,"LINESTRING (77.6802993 12.8469232, 77.6806009 12.8469016, 77.6806931 12.8468695)",1728
11001164262,11001164261,36.284,residential,"LINESTRING (77.6803198 12.8472489, 77.6802993 12.8469232)",1729
11001200066,10207067035,8.544,tertiary,"LINESTRING (77.6829093 12.8465546, 77.6829849 12.8465329)",1730
11001200066,11001200067,33.667,residential,"LINESTRING (77.6829093 12.8465546, 77.6830127 12.8468401)",1731
11001200066,459513987,77.162,tertiary,"LINESTRING (77.6829093 12.8465546, 77.6824594 12.8466835, 77.6822223 12.8467346)",1732
11001200067,11001200066,33.667,residential,"LINESTRING (77.6830127 12.8468401, 77.6829093 12.8465546)",1733
11001240197,11001383428,32.677,residential,"LINESTRING (77.683779 12.8473919, 77.683492 12.8474817)",1734
11001240197,11001243281,31.106,residential,"LINESTRING (77.683779 12.8473919, 77.6840522 12.8473064)",1735
11001240197,11001257097,46.381,residential,"LINESTRING (77.683779 12.8473919, 77.6839057 12.8477903)",1736
11001243281,11001240197,31.106,residential,"LINESTRING (77.6840522 12.8473064, 77.683779 12.8473919)",1737
11001243281,5957248094,69.439,residential,"LINESTRING (77.6840522 12.8473064, 77.6842939 12.8472103, 77.684445 12.8475497)",1738
11001243281,11001243284,52.249,residential,"LINESTRING (77.6840522 12.8473064, 77.6841342 12.8475375, 77.6840817 12.8475673, 77.6841124 12.8477307)",1739
11001243284,11001243281,52.248999999999995,residential,"LINESTRING (77.6841124 12.8477307, 77.6840817 12.8475673, 77.6841342 12.8475375, 77.6840522 12.8473064)",1740
11001257096,11001257097,42.673,residential,"LINESTRING (77.6835301 12.8479051, 77.6839057 12.8477903)",1741
11001257097,10207093319,23.157,residential,"LINESTRING (77.6839057 12.8477903, 77.683969 12.8479892)",1742
11001257097,11001240197,46.381,residential,"LINESTRING (77.6839057 12.8477903, 77.683779 12.8473919)",1743
11001257097,11001257096,42.673,residential,"LINESTRING (77.6839057 12.8477903, 77.6835301 12.8479051)",1744
11001257097,11001257098,16.742,residential,"LINESTRING (77.6839057 12.8477903, 77.684054 12.8477483)",1745
11001257098,11001257097,16.742,residential,"LINESTRING (77.684054 12.8477483, 77.6839057 12.8477903)",1746
11001299735,3771369076,88.071,residential,"LINESTRING (77.683198 12.8475738, 77.6824245 12.8478159)",1747
11001299735,11001383428,33.478,residential,"LINESTRING (77.683198 12.8475738, 77.683492 12.8474817)",1748
11001383428,11001299735,33.478,residential,"LINESTRING (77.683492 12.8474817, 77.683198 12.8475738)",1749
11001383428,11001240197,32.677,residential,"LINESTRING (77.683492 12.8474817, 77.683779 12.8473919)",1750
11001383428,11001383429,28.111,residential,"LINESTRING (77.683492 12.8474817, 77.683567 12.8477237)",1751
11001383429,11001383428,28.111,residential,"LINESTRING (77.683567 12.8477237, 77.683492 12.8474817)",1752
11007002487,7377696447,103.279,residential,"LINESTRING (77.6791573 12.830632, 77.6793156 12.8308867, 77.6799195 12.8306599)",1753
11007005885,2389244814,41.984,tertiary,"LINESTRING (77.6810887 12.829944, 77.6809818 12.8303069)",1754
11007005885,10001309166,6.872,tertiary,"LINESTRING (77.6810887 12.829944, 77.6811062 12.8298846)",1755
11007005885,2389244820,196.50600000000003,residential,"LINESTRING (77.6810887 12.829944, 77.6808633 12.8298824, 77.6806127 12.8299725, 77.6805567 12.8299682, 77.6805163 12.8299359, 77.6804789 12.8298217, 77.6800479 12.8299609, 77.6802136 12.8305494)",1756
11007212387,9780799546,87.194,tertiary,"LINESTRING (77.6816634 12.8293105, 77.6819109 12.8285644)",1757
11007212387,11007216471,22.13,tertiary,"LINESTRING (77.6816634 12.8293105, 77.6816161 12.8295041)",1758
11007212387,11007212388,100.037,residential,"LINESTRING (77.6816634 12.8293105, 77.6825622 12.8291071)",1759
11007212388,11007212387,100.037,residential,"LINESTRING (77.6825622 12.8291071, 77.6816634 12.8293105)",1760
11007216471,11007212387,22.13,tertiary,"LINESTRING (77.6816161 12.8295041, 77.6816634 12.8293105)",1761
11007216471,13046402703,135.658,residential,"LINESTRING (77.6816161 12.8295041, 77.6828226 12.8291808)",1762
11007216471,11409310941,78.631,tertiary,"LINESTRING (77.6816161 12.8295041, 77.6814899 12.8299104, 77.681401 12.8301794)",1763
11007224148,11027164733,28.668,residential,"LINESTRING (77.6834245 12.8260407, 77.6836867 12.826074)",1764
11007224148,2389211796,32.649,residential,"LINESTRING (77.6834245 12.8260407, 77.6831259 12.8260027)",1765
11007224148,11007224149,55.896,residential,"LINESTRING (77.6834245 12.8260407, 77.6834386 12.8265432)",1766
11007224149,11007224148,55.896,residential,"LINESTRING (77.6834386 12.8265432, 77.6834245 12.8260407)",1767
11007224149,11007224151,72.682,residential,"LINESTRING (77.6834386 12.8265432, 77.6830009 12.8265771, 77.6827827 12.8266519)",1768
11007224149,11027164733,72.791,residential,"LINESTRING (77.6834386 12.8265432, 77.6836342 12.8265122, 77.6836815 12.8264779, 77.6836867 12.826074)",1769
