u,v,length,highway,geometry,edge_id
2389211742,2389211741,52.265,living_street,"LINESTRING (77.6771977 12.8262939, 77.6774221 12.8267099)",373
2389211743,2389211704,13.135,residential,"LINESTRING (77.6761352 12.8268212, 77.6760181 12.8268515)",374
2389211743,2389211750,88.995,residential,"LINESTRING (77.6761352 12.8268212, 77.6762385 12.8267855, 77.6762749 12.8267523, 77.6762926 12.8266966, 77.6763104 12.8266606, 77.6763245 12.826635, 77.6763547 12.8266122, 77.6768232 12.8264638)",375
2389211743,2389211749,137.368,residential,"LINESTRING (77.6761352 12.8268212, 77.6761897 12.8269624, 77.6762288 12.8269973, 77.6762874 12.8269878, 77.6770121 12.8267528, 77.6770511 12.8267052, 77.6772107 12.8266385)",376
2389211749,2389211743,137.368,residential,"LINESTRING (77.6772107 12.8266385, 77.6770511 12.8267052, 77.6770121 12.8267528, 77.6762874 12.8269878, 77.6762288 12.8269973, 77.6761897 12.8269624, 77.6761352 12.8268212)",377
2389211750,2389211743,88.99499999999999,residential,"LINESTRING (77.6768232 12.8264638, 77.6763547 12.8266122, 77.6763245 12.826635, 77.6763104 12.8266606, 77.6762926 12.8266966, 77.6762749 12.8267523, 77.6762385 12.8267855, 77.6761352 12.8268212)",378
2389211753,2389211710,23.607,residential,"LINESTRING (77.675444 12.8267053, 77.675495 12.8269117)",379
2389211753,11009918755,304.74,residential,"LINESTRING (77.675444 12.8267053, 77.6756767 12.8266577, 77.6756924 12.826646, 77.6757025 12.826616, 77.6757258 12.8264704, 77.6757373 12.8263121, 77.6757229 12.8262219, 77.6757331 12.8261857, 77.6757587 12.8261585, 77.675833 12.8261332, 77.6764438 12.8259273, 77.677128 12.8257011, 77.6772938 12.8256463, 77.6776855 12.8255143)",380
2389211753,2389211714,88.723,residential,"LINESTRING (77.675444 12.8267053, 77.674973 12.8267247, 77.6749107 12.8267502, 77.6748741 12.8267871, 77.674849 12.826831, 77.6748441 12.8270017)",381
2389211753,11409327286,23.368,residential,"LINESTRING (77.675444 12.8267053, 77.6754334 12.8266145, 77.6754392 12.8265718, 77.6754514 12.8265527, 77.6754906 12.8265157)",382
2389211769,1472212675,206.932,residential,"LINESTRING (77.6740395 12.825272, 77.6740888 12.8254565, 77.674144 12.8256111, 77.6742167 12.8261397, 77.6739696 12.8262412, 77.6741082 12.8269401)",383
2389211769,7374205558,394.34299999999996,residential,"LINESTRING (77.6740395 12.825272, 77.6740866 12.8252828, 77.6741188 12.8252798, 77.6744352 12.825213, 77.6744631 12.8252025, 77.6744849 12.8251845, 77.6744957 12.8251621, 77.6745035 12.8251373, 77.6745278 12.8249909, 77.6745602 12.8248749, 77.674597 12.8247853, 77.674886 12.8242712, 77.6750345 12.8240073, 77.6756693 12.8228794, 77.6759187 12.8224363)",384
2389211769,10199190241,273.165,residential,"LINESTRING (77.6740395 12.825272, 77.6739262 12.8247793, 77.6743071 12.8247009, 77.6743017 12.8243818, 77.6740715 12.8231491)",385
2389211770,2389211776,34.403,residential,"LINESTRING (77.6720415 12.825563, 77.6723527 12.8255026)",386
2389211770,7374411165,61.163,tertiary,"LINESTRING (77.6720415 12.825563, 77.672076 12.8256508, 77.6722803 12.8258361, 77.6724283 12.8259502)",387
2389211770,1472212621,41.759,tertiary,"LINESTRING (77.6720415 12.825563, 77.6720042 12.8254679, 77.6719331 12.8252031)",388
2389211772,2389211774,32.104,residential,"LINESTRING (77.6729351 12.8253896, 77.6726447 12.825446)",389
2389211772,6168927284,106.768,residential,"LINESTRING (77.6729351 12.8253896, 77.672814 12.8244367)",390
2389211772,10199227465,36.182,residential,"LINESTRING (77.6729351 12.8253896, 77.6730988 12.8253579, 77.6732624 12.8253261)",391
2389211774,2389211772,32.104,residential,"LINESTRING (77.6726447 12.825446, 77.6729351 12.8253896)",392
2389211774,2389211776,32.278,residential,"LINESTRING (77.6726447 12.825446, 77.6723527 12.8255026)",393
2389211774,6168927585,107.882,residential,"LINESTRING (77.6726447 12.825446, 77.6725262 12.8244827)",394
2389211775,6168927585,130.975,residential,"LINESTRING (77.6723858 12.8233128, 77.6725262 12.8244827)",395
2389211775,6168927272,11.719,residential,"LINESTRING (77.6723858 12.8233128, 77.6724932 12.8233009)",396
2389211775,6168927273,17.346,residential,"LINESTRING (77.6723858 12.8233128, 77.6722265 12.8233272)",397
2389211776,2389211774,32.278,residential,"LINESTRING (77.6723527 12.8255026, 77.6726447 12.825446)",398
2389211776,2389211770,34.403,residential,"LINESTRING (77.6723527 12.8255026, 77.6720415 12.825563)",399
2389211776,7375161288,104.512,residential,"LINESTRING (77.6723527 12.8255026, 77.6722845 12.8250786, 77.6722923 12.8250219, 77.6722444 12.8245708)",400
2389211779,6168927585,31.533,residential,"LINESTRING (77.6722389 12.8245268, 77.6725262 12.8244827)",401
2389211779,7375161288,4.929,residential,"LINESTRING (77.6722389 12.8245268, 77.6722444 12.8245708)",402
2389211779,7375161315,92.09899999999999,residential,"LINESTRING (77.6722389 12.8245268, 77.672208 12.8242165, 77.67221 12.8241897, 77.6722354 12.8241426, 77.6722616 12.8241066, 77.6722784 12.8240811, 77.6722784 12.8240497, 77.6721922 12.82373)",403
2389211780,11365900541,27.603,residential,"LINESTRING (77.6718165 12.824746, 77.6718771 12.8249871)",404
2389211780,11365900544,30.193,residential,"LINESTRING (77.6718165 12.824746, 77.6720901 12.8246954)",405
2389211780,11368519454,60.312000000000005,residential,"LINESTRING (77.6718165 12.824746, 77.6717732 12.8245805, 77.6716924 12.8245988, 77.6716667 12.8246, 77.6716387 12.8245943, 77.6716225 12.8245798, 77.6716086 12.8245561, 77.6715542 12.8243747)",406
2389211784,2389211785,40.697,residential,"LINESTRING (77.6746043 12.8270076, 77.6745869 12.826642)",407
2389211784,2389211714,26.007,residential,"LINESTRING (77.6746043 12.8270076, 77.6748441 12.8270017)",408
2389211784,1472212681,37.271,residential,"LINESTRING (77.6746043 12.8270076, 77.6745484 12.8271472, 77.6744899 12.8272011, 77.6743982 12.8272596)",409
2389211785,2389211784,40.697,residential,"LINESTRING (77.6745869 12.826642, 77.6746043 12.8270076)",410
2389211786,11007257822,39.294,residential,"LINESTRING (77.6782634 12.8276774, 77.678126 12.8273504)",411
2389211786,1817171264,320.58,residential,"LINESTRING (77.6782634 12.8276774, 77.677924 12.8278486, 77.6778193 12.8278827, 77.677543 12.8279725, 77.6773801 12.8280074, 77.6772401 12.8280296, 77.6770805 12.8280328, 77.6768371 12.8281098, 77.6761433 12.8282876, 77.6754727 12.8285727)",412
2389211786,2389211691,81.437,residential,"LINESTRING (77.6782634 12.8276774, 77.6786492 12.8274827, 77.6789257 12.8273321)",413
2389211787,2389211788,57.564,residential,"LINESTRING (77.6779945 12.8270373, 77.6784862 12.826842)",414
2389211787,11007257822,37.621,residential,"LINESTRING (77.6779945 12.8270373, 77.678126 12.8273504)",415
2389211787,5279544112,62.222,living_street,"LINESTRING (77.6779945 12.8270373, 77.6777523 12.82653)",416
2389211788,2389211787,57.564,residential,"LINESTRING (77.6784862 12.826842, 77.6779945 12.8270373)",417
2389211789,1724068105,85.662,tertiary,"LINESTRING (77.6821504 12.8269227, 77.6818532 12.8276365)",418
2389211789,2389211684,100.34400000000001,residential,"LINESTRING (77.6821504 12.8269227, 77.6818371 12.8268739, 77.6816252 12.8268922, 77.6815474 12.8268843, 77.6814776 12.8268451, 77.681424 12.8267771, 77.681412 12.8266325)",419
2389211789,1472212657,101.162,tertiary,"LINESTRING (77.6821504 12.8269227, 77.6823078 12.8266121, 77.6823556 12.8265228, 77.6825751 12.8261127)",420
2389211796,2389211797,18.384,tertiary,"LINESTRING (77.6831259 12.8260027, 77.6832081 12.8258581)",421
2389211796,11007224151,81.214,tertiary,"LINESTRING (77.6831259 12.8260027, 77.6827827 12.8266519)",422
2389211796,11007224148,32.649,residential,"LINESTRING (77.6831259 12.8260027, 77.6834245 12.8260407)",423
2389211797,2389211796,18.384,tertiary,"LINESTRING (77.6832081 12.8258581, 77.6831259 12.8260027)",424
2389211797,2389211798,95.689,residential,"LINESTRING (77.6832081 12.8258581, 77.6840893 12.8258102)",425
2389211797,1472212617,108.88900000000001,tertiary,"LINESTRING (77.6832081 12.8258581, 77.6833525 12.825617, 77.6837616 12.8250417)",426
2389211798,2389211799,103.165,residential,"LINESTRING (77.6840893 12.8258102, 77.6850298 12.8256694)",427
2389211798,2389211797,95.689,residential,"LINESTRING (77.6840893 12.8258102, 77.6832081 12.8258581)",428
2389211798,1814804293,34.845,residential,"LINESTRING (77.6840893 12.8258102, 77.6840738 12.8261232)",429
2389211799,2389211798,103.165,residential,"LINESTRING (77.6850298 12.8256694, 77.6840893 12.8258102)",430
2389244814,10672725301,25.36,tertiary,"LINESTRING (77.6809818 12.8303069, 77.6809124 12.8305247)",431
2389244814,11007005885,41.984,tertiary,"LINESTRING (77.6809818 12.8303069, 77.6810887 12.829944)",432
2389244814,2389244820,87.544,residential,"LINESTRING (77.6809818 12.8303069, 77.6802136 12.8305494)",433
2389244820,7377696447,34.171,residential,"LINESTRING (77.6802136 12.8305494, 77.6799195 12.8306599)",434
2389244820,2389244814,87.544,residential,"LINESTRING (77.6802136 12.8305494, 77.6809818 12.8303069)",435
2389244820,11007005885,196.506,residential,"LINESTRING (77.6802136 12.8305494, 77.6800479 12.8299609, 77.6804789 12.8298217, 77.6805163 12.8299359, 77.6805567 12.8299682, 77.6806127 12.8299725, 77.6808633 12.8298824, 77.6810887 12.829944)",436
2389244826,459501968,119.159,residential,"LINESTRING (77.6811288 12.8379596, 77.6808364 12.8369266)",437
2389244830,2389244863,15.464,secondary,"LINESTRING (77.6811357 12.836885, 77.6812769 12.8368653)",438
2389244830,459501968,32.777,secondary,"LINESTRING (77.6811357 12.836885, 77.6808364 12.8369266)",439
2389244830,2389244860,117.256,residential,"LINESTRING (77.6811357 12.836885, 77.6814212 12.8379021)",440
2389244860,2389244830,117.256,residential,"LINESTRING (77.6814212 12.8379021, 77.6811357 12.836885)",441
2389244863,2389244881,51.285,secondary,"LINESTRING (77.6812769 12.8368653, 77.6817452 12.8368002)",442
2389244863,2389244830,15.464,secondary,"LINESTRING (77.6812769 12.8368653, 77.6811357 12.836885)",443
2389244863,2389244878,103.38900000000001,residential,"LINESTRING (77.6812769 12.8368653, 77.68133 12.8370678, 77.6813541 12.8371254, 77.6814104 12.8371855, 77.6814668 12.8372064, 77.6816089 12.8377059)",444
2389244878,2389244863,103.38900000000001,residential,"LINESTRING (77.6816089 12.8377059, 77.6814668 12.8372064, 77.6814104 12.8371855, 77.6813541 12.8371254, 77.68133 12.8370678, 77.6812769 12.8368653)",445
2389244881,2389244863,51.285,secondary,"LINESTRING (77.6817452 12.8368002, 77.6812769 12.8368653)",446
2389244881,2389244882,112.676,residential,"LINESTRING (77.6817452 12.8368002, 77.6820032 12.8377818)",447
2389244881,1311744753,926.2969999999999,secondary,"LINESTRING (77.6817452 12.8368002, 77.6823299 12.8367189, 77.682761 12.8366813, 77.6829768 12.8367095, 77.6831485 12.8367801, 77.6832318 12.8368638, 77.6832961 12.8369632, 77.683404 12.8372841, 77.683516 12.837617, 77.6835643 12.8377321, 77.6836581 12.8378419, 77.6838232 12.8380124, 77.6839384 12.8381623, 77.6846772 12.839124, 77.6846951 12.8391473, 77.6849539 12.8394842, 77.685115 12.839694, 77.6855614 12.8403178, 77.6857045 12.8405178, 77.6860893 12.8410555, 77.6866624 12.8418748, 77.6871069 12.8425013)",448
2389244882,2389244881,112.676,residential,"LINESTRING (77.6820032 12.8377818, 77.6817452 12.8368002)",449
2389244899,2550438452,30.631,tertiary,"LINESTRING (77.6842707 12.8336945, 77.6842415 12.8334205)",450
2389244899,2550446299,28.216,tertiary,"LINESTRING (77.6842707 12.8336945, 77.6842975 12.8339469)",451
2389244899,2550439340,95.692,residential,"LINESTRING (77.6842707 12.8336945, 77.6851465 12.8335877)",452
2389244911,2389244913,27.601,tertiary,"LINESTRING (77.6849095 12.8331034, 77.684938 12.8330992, 77.6849653 12.8330925, 77.6850022 12.8330791, 77.6851508 12.8330261)",453
2389244911,2550438452,95.81699999999998,tertiary,"LINESTRING (77.6849095 12.8331034, 77.6843598 12.8331654, 77.684334 12.833173, 77.6843083 12.8331857, 77.6842799 12.8332046, 77.6842546 12.8332301, 77.6842349 12.8332564, 77.6842252 12.8332967, 77.6842415 12.8334205)",454
2389244911,11009782015,52.405,residential,"LINESTRING (77.6849095 12.8331034, 77.6848684 12.8328663, 77.6847319 12.8326777)",455
2389244913,2389244921,62.69800000000001,tertiary,"LINESTRING (77.6851508 12.8330261, 77.6852978 12.8329678, 77.6854204 12.8329249, 77.6854619 12.8329122, 77.6855044 12.8329013, 77.6855289 12.8328961, 77.6857045 12.8328757)",456
2389244913,2389244911,27.601,tertiary,"LINESTRING (77.6851508 12.8330261, 77.6850022 12.8330791, 77.6849653 12.8330925, 77.684938 12.8330992, 77.6849095 12.8331034)",457
2389244913,7261168343,93.719,residential,"LINESTRING (77.6851508 12.8330261, 77.6851496 12.8324519, 77.6851018 12.8323073, 77.6849828 12.8323199)",458
2389244921,10206690266,50.512,residential,"LINESTRING (77.6857045 12.8328757, 77.6856505 12.8324245)",459
2389244921,2389244950,274.03299999999996,tertiary,"LINESTRING (77.6857045 12.8328757, 77.685867 12.8328601, 77.6859182 12.8328543, 77.6859575 12.832848, 77.6859862 12.8328421, 77.6860113 12.8328332, 77.6860365 12.8328192, 77.686058 12.8328018, 77.6860811 12.8327669, 77.6861674 12.8325347, 77.6861788 12.832502, 77.6861986 12.8324667, 77.6862237 12.8324347, 77.6862594 12.8324023, 77.6862965 12.8323838, 77.6865525 12.8323097, 77.6876518 12.8320623, 77.6877108 12.8320484, 77.6877539 12.8320344, 77.6877903 12.8320114, 77.6878056 12.8319906, 77.6878113 12.8319676, 77.6878123 12.8319504, 77.6878218 12.8319099)",460
2389244921,2389244913,62.69799999999999,tertiary,"LINESTRING (77.6857045 12.8328757, 77.6855289 12.8328961, 77.6855044 12.8329013, 77.6854619 12.8329122, 77.6854204 12.8329249, 77.6852978 12.8329678, 77.6851508 12.8330261)",461
2389244950,2550451345,79.53299999999999,tertiary,"LINESTRING (77.6878218 12.8319099, 77.6878352 12.8318796, 77.6878564 12.8318549, 77.6878812 12.8318318, 77.6879293 12.8317999, 77.6879898 12.8317727, 77.6884802 12.8316449)",462
2389244950,2389244921,274.03299999999996,tertiary,"LINESTRING (77.6878218 12.8319099, 77.6878123 12.8319504, 77.6878113 12.8319676, 77.6878056 12.8319906, 77.6877903 12.8320114, 77.6877539 12.8320344, 77.6877108 12.8320484, 77.6876518 12.8320623, 77.6865525 12.8323097, 77.6862965 12.8323838, 77.6862594 12.8324023, 77.6862237 12.8324347, 77.6861986 12.8324667, 77.6861788 12.832502, 77.6861674 12.8325347, 77.6860811 12.8327669, 77.686058 12.8328018, 77.6860365 12.8328192, 77.6860113 12.8328332, 77.6859862 12.8328421, 77.6859575 12.832848, 77.6859182 12.8328543, 77.685867 12.8328601, 77.6857045 12.8328757)",463
2389244950,2550446308,110.033,residential,"LINESTRING (77.6878218 12.8319099, 77.6878623 12.8320258, 77.6880396 12.8328755)",464
2389245013,2389245186,41.982,tertiary,"LINESTRING (77.6894326 12.8358678, 77.6898144 12.8358048)",465
2389245013,2389245180,6.444,tertiary,"LINESTRING (77.6894326 12.8358678, 77.689374 12.8358775)",466
2389245013,2951994444,56.101,residential,"LINESTRING (77.6894326 12.8358678, 77.6894501 12.8359682, 77.6895193 12.8363652)",467
2389245016,2389245035,29.459,residential,"LINESTRING (77.689912 12.8384403, 77.6896484 12.8385046)",468
2389245016,2550427008,48.123000000000005,residential,"LINESTRING (77.689912 12.8384403, 77.689887 12.8383405, 77.6898074 12.8380197)",469
2389245035,10206780373,35.653,residential,"LINESTRING (77.6896484 12.8385046, 77.6893294 12.8385825)",470
2389245035,2389245016,29.459,residential,"LINESTRING (77.6896484 12.8385046, 77.689912 12.8384403)",471
2389245035,10206780371,102.696,residential,"LINESTRING (77.6896484 12.8385046, 77.6898533 12.8394063)",472
2389245046,2951994448,37.833,residential,"LINESTRING (77.6897007 12.8374068, 77.6897523 12.8377433)",473
2389245046,2951994444,117.479,residential,"LINESTRING (77.6897007 12.8374068, 77.6895193 12.8363652)",474
2389245052,2389245186,17.485,tertiary,"LINESTRING (77.6899734 12.8357785, 77.6898144 12.8358048)",475
2389245112,2951991127,22.596,tertiary,"LINESTRING (77.6861583 12.8364086, 77.6859528 12.8364425)",476
2389245112,10206690263,43.366,residential,"LINESTRING (77.6861583 12.8364086, 77.6862282 12.8367926)",477
2389245112,2389245118,64.569,tertiary,"LINESTRING (77.6861583 12.8364086, 77.686504 12.8363515, 77.6867455 12.8363116)",478
2389245118,2389245197,26.873,tertiary,"LINESTRING (77.6867455 12.8363116, 77.6869899 12.8362713)",479
2389245118,10206690264,43.405,residential,"LINESTRING (77.6867455 12.8363116, 77.6868103 12.8366968)",480
2389245118,2389245112,64.569,tertiary,"LINESTRING (77.6867455 12.8363116, 77.686504 12.8363515, 77.6861583 12.8364086)",481
2389245122,10206690264,82.8,residential,"LINESTRING (77.686934 12.8374316, 77.686868 12.8370398, 77.6868103 12.8366968)",482
2389245128,10206690264,31.336,residential,"LINESTRING (77.6865253 12.8367437, 77.6868103 12.8366968)",483
2389245128,10206690263,32.666,residential,"LINESTRING (77.6865253 12.8367437, 77.6862282 12.8367926)",484
2389245128,10206690263,190.733,residential,"LINESTRING (77.6865253 12.8367437, 77.6866447 12.837456, 77.6863536 12.8374897, 77.6862393 12.8368531, 77.6862282 12.8367926)",485
2389245180,2389245013,6.444,tertiary,"LINESTRING (77.689374 12.8358775, 77.6894326 12.8358678)",486
2389245180,10206717441,45.975,tertiary,"LINESTRING (77.689374 12.8358775, 77.6889559 12.8359466)",487
2389245180,2389245183,99.927,residential,"LINESTRING (77.689374 12.8358775, 77.689226 12.8349905)",488
2389245183,2389245180,99.927,residential,"LINESTRING (77.689226 12.8349905, 77.689374 12.8358775)",489
2389245183,10206717440,47.929,residential,"LINESTRING (77.689226 12.8349905, 77.6887885 12.8350524)",490
2389245183,10206734318,102.893,residential,"LINESTRING (77.689226 12.8349905, 77.689659 12.8349259, 77.6897458 12.8354169)",491
2389245186,2389245052,17.485,tertiary,"LINESTRING (77.6898144 12.8358048, 77.6899734 12.8357785)",492
2389245186,2389245013,41.982,tertiary,"LINESTRING (77.6898144 12.8358048, 77.6894326 12.8358678)",493
2389245186,10206734318,43.769,residential,"LINESTRING (77.6898144 12.8358048, 77.6897458 12.8354169)",494
2389245192,2389245194,102.055,residential,"LINESTRING (77.6884043 12.8351068, 77.688564 12.8360113)",495
2389245192,10206717439,31.431,residential,"LINESTRING (77.6884043 12.8351068, 77.6881175 12.8351481)",496
2389245192,10206717440,42.091,residential,"LINESTRING (77.6884043 12.8351068, 77.6887885 12.8350524)",497
2389245194,10206717441,43.093,tertiary,"LINESTRING (77.688564 12.8360113, 77.6889559 12.8359466)",498
2389245194,10206734321,18.045,tertiary,"LINESTRING (77.688564 12.8360113, 77.6883999 12.8360384)",499
2389245194,2389245192,102.055,residential,"LINESTRING (77.688564 12.8360113, 77.6884043 12.8351068)",500
2389245197,2951991132,49.801,tertiary,"LINESTRING (77.6869899 12.8362713, 77.6874428 12.8361965)",501
2389245197,2389245118,26.873,tertiary,"LINESTRING (77.6869899 12.8362713, 77.6867455 12.8363116)",502
2389245197,2951993233,179.572,residential,"LINESTRING (77.6869899 12.8362713, 77.6868098 12.8350978, 77.687245 12.8350391)",503
2389245204,2389245220,77.721,residential,"LINESTRING (77.6880883 12.8348706, 77.6887873 12.8347155)",504
2389245204,10206717439,31.019,residential,"LINESTRING (77.6880883 12.8348706, 77.6881175 12.8351481)",505
2389245204,2951993236,35.476,residential,"LINESTRING (77.6880883 12.8348706, 77.6880446 12.8348806, 77.6879777 12.8348909, 77.687767 12.8349306)",506
2389245211,10029132892,14.72,residential,"LINESTRING (77.6897038 12.8335554, 77.689726 12.833686)",507
2389245213,10029132893,46.06,residential,"LINESTRING (77.6891703 12.834652, 77.6895891 12.8345824)",508
2389245213,2389245220,42.12,residential,"LINESTRING (77.6891703 12.834652, 77.6887873 12.8347155)",509
2389245213,10029132891,92.075,residential,"LINESTRING (77.6891703 12.834652, 77.6890201 12.833837)",510
2389245215,10029132891,43.983,residential,"LINESTRING (77.6889483 12.8334477, 77.6890201 12.833837)",511
2389245215,2389245219,85.647,residential,"LINESTRING (77.6889483 12.8334477, 77.6881709 12.8335846)",512
2389245215,2389245217,49.224,residential,"LINESTRING (77.6889483 12.8334477, 77.6893945 12.8333659)",513
2389245217,2389245215,49.224,residential,"LINESTRING (77.6893945 12.8333659, 77.6889483 12.8334477)",514
2389245219,2389245215,85.647,residential,"LINESTRING (77.6881709 12.8335846, 77.6889483 12.8334477)",515
2389245219,2550446308,80.123,residential,"LINESTRING (77.6881709 12.8335846, 77.6880396 12.8328755)",516
2389245219,3840524597,236.482,residential,"LINESTRING (77.6881709 12.8335846, 77.6881333 12.8337232, 77.6861297 12.8340658)",517
2389245220,2389245213,42.12,residential,"LINESTRING (77.6887873 12.8347155, 77.6891703 12.834652)",518
2389245220,2389245204,77.721,residential,"LINESTRING (77.6887873 12.8347155, 77.6880883 12.8348706)",519
2389245220,2389245228,36.355,residential,"LINESTRING (77.6887873 12.8347155, 77.6887269 12.8343939)",520
2389245226,2389245237,66.391,residential,"LINESTRING (77.6883032 12.8338742, 77.6886213 12.8338311, 77.6886737 12.8341104)",521
2389245228,2389245237,32.047,residential,"LINESTRING (77.6887269 12.8343939, 77.6886737 12.8341104)",522
2389245228,2389245220,36.355,residential,"LINESTRING (77.6887269 12.8343939, 77.6887873 12.8347155)",523
2389245228,11395805675,66.884,residential,"LINESTRING (77.6887269 12.8343939, 77.6881276 12.8345366)",524
2389245237,2389245228,32.047,residential,"LINESTRING (77.6886737 12.8341104, 77.6887269 12.8343939)",525
2389245237,2389245226,66.391,residential,"LINESTRING (77.6886737 12.8341104, 77.6886213 12.8338311, 77.6883032 12.8338742)",526
2389245237,10206690265,279.34000000000003,residential,"LINESTRING (77.6886737 12.8341104, 77.6882149 12.8341973, 77.6881972 12.8340853, 77.6881353 12.8340508, 77.6869292 12.8342016, 77.686235 12.834325)",527
2398052842,2398054569,62.304,unclassified,"LINESTRING (77.6607066 12.8346148, 77.6607311 12.8351746)",528
2398054567,10996588739,78.441,residential,"LINESTRING (77.6660862 12.8361617, 77.6656597 12.8362983, 77.6653972 12.8363769)",529
2398054569,2398052842,62.304,unclassified,"LINESTRING (77.6607311 12.8351746, 77.6607066 12.8346148)",530
2398054569,10173387896,158.447,residential,"LINESTRING (77.6607311 12.8351746, 77.6620316 12.8351326, 77.6621153 12.8351309, 77.6621905 12.8351448)",531
2398054569,1596076534,379.596,unclassified,"LINESTRING (77.6607311 12.8351746, 77.6607781 12.8364557, 77.6613421 12.8364445, 77.6617738 12.8364324, 77.6628089 12.8364091, 77.662964 12.8364056)",532
2445376558,5922767855,191.191,tertiary,"LINESTRING (77.6729965 12.8468327, 77.6739286 12.8472575, 77.6741526 12.8473465, 77.6744115 12.8474234, 77.674624 12.8474865)",533
2550427008,2951994448,31.309,residential,"LINESTRING (77.6898074 12.8380197, 77.6897523 12.8377433)",534
2550427008,2389245016,48.123000000000005,residential,"LINESTRING (77.6898074 12.8380197, 77.689887 12.8383405, 77.689912 12.8384403)",535
2550431341,1192791528,148.221,residential,"LINESTRING (77.6857993 12.8351468, 77.6844423 12.8353089)",536
2550435303,2550437785,28.272,tertiary,"LINESTRING (77.6844193 12.8350922, 77.6843924 12.8348393)",537
2550435303,1192791528,24.225,tertiary,"LINESTRING (77.6844193 12.8350922, 77.6844423 12.8353089)",538
2550435303,2550435304,148.591,residential,"LINESTRING (77.6844193 12.8350922, 77.6857794 12.8349275)",539
2550435304,2550435303,148.591,residential,"LINESTRING (77.6857794 12.8349275, 77.6844193 12.8350922)",540
2550437785,10206677053,26.796,tertiary,"LINESTRING (77.6843924 12.8348393, 77.6843669 12.8345996)",541
2550437785,2550435303,28.272,tertiary,"LINESTRING (77.6843924 12.8348393, 77.6844193 12.8350922)",542
2550437785,10206677056,65.421,residential,"LINESTRING (77.6843924 12.8348393, 77.6849914 12.8347682)",543
2550437788,10206677056,77.148,residential,"LINESTRING (77.685698 12.8346862, 77.6849914 12.8347682)",544
2550437986,2550446299,28.976,tertiary,"LINESTRING (77.684325 12.8342061, 77.6842975 12.8339469)",545
2550437986,2556889318,31.984,tertiary,"LINESTRING (77.684325 12.8342061, 77.6843555 12.8344922)",546
2550437986,2550437993,100.847,residential,"LINESTRING (77.684325 12.8342061, 77.6852457 12.834077)",547
2550437993,2550437986,100.847,residential,"LINESTRING (77.6852457 12.834077, 77.684325 12.8342061)",548
2550438452,2389244899,30.631,tertiary,"LINESTRING (77.6842415 12.8334205, 77.6842707 12.8336945)",549
2550438452,2550438454,87.611,residential,"LINESTRING (77.6842415 12.8334205, 77.6850417 12.8333107)",550
2550438452,2389244911,95.817,tertiary,"LINESTRING (77.6842415 12.8334205, 77.6842252 12.8332967, 77.6842349 12.8332564, 77.6842546 12.8332301, 77.6842799 12.8332046, 77.6843083 12.8331857, 77.684334 12.833173, 77.6843598 12.8331654, 77.6849095 12.8331034)",551
2550438454,2550438452,87.611,residential,"LINESTRING (77.6850417 12.8333107, 77.6842415 12.8334205)",552
2550439340,2389244899,95.692,residential,"LINESTRING (77.6851465 12.8335877, 77.6842707 12.8336945)",553
2550446299,2389244899,28.216,tertiary,"LINESTRING (77.6842975 12.8339469, 77.6842707 12.8336945)",554
2550446299,2550437986,28.976,tertiary,"LINESTRING (77.6842975 12.8339469, 77.684325 12.8342061)",555
2550446299,2550446302,100.271,residential,"LINESTRING (77.6842975 12.8339469, 77.6852126 12.8338162)",556
2550446302,2550446299,100.271,residential,"LINESTRING (77.6852126 12.8338162, 77.6842975 12.8339469)",557
2550446308,2389245219,80.123,residential,"LINESTRING (77.6880396 12.8328755, 77.6881709 12.8335846)",558
2550446308,2550446314,231.238,residential,"LINESTRING (77.6880396 12.8328755, 77.6879846 12.8329325, 77.6872749 12.8331416, 77.6860102 12.833479)",559
2550446308,2389244950,110.033,residential,"LINESTRING (77.6880396 12.8328755, 77.6878623 12.8320258, 77.6878218 12.8319099)",560
2550446314,2550446308,231.238,residential,"LINESTRING (77.6860102 12.833479, 77.6872749 12.8331416, 77.6879846 12.8329325, 77.6880396 12.8328755)",561
2550451345,11009856046,119.957,tertiary,"LINESTRING (77.6884802 12.8316449, 77.6887726 12.8315755, 77.6895629 12.8314237)",562
2550451345,2389244950,79.533,tertiary,"LINESTRING (77.6884802 12.8316449, 77.6879898 12.8317727, 77.6879293 12.8317999, 77.6878812 12.8318318, 77.6878564 12.8318549, 77.6878352 12.8318796, 77.6878218 12.8319099)",563
2550451345,2550451346,45.278,residential,"LINESTRING (77.6884802 12.8316449, 77.688494 12.831715, 77.6885589 12.8320448)",564
2550451346,11009856042,50.946,residential,"LINESTRING (77.6885589 12.8320448, 77.6880952 12.832119)",565
2550451346,2550451347,118.662,residential,"LINESTRING (77.6885589 12.8320448, 77.6896338 12.8318438)",566
2550451346,2550451345,45.278,residential,"LINESTRING (77.6885589 12.8320448, 77.688494 12.831715, 77.6884802 12.8316449)",567
2550451346,12174197244,46.003,residential,"LINESTRING (77.6885589 12.8320448, 77.6885796 12.8321574, 77.6885729 12.8322024, 77.6883202 12.8322635)",568
2550451347,11009856046,47.341,residential,"LINESTRING (77.6896338 12.8318438, 77.6895629 12.8314237)",569
2550451347,2550451346,118.662,residential,"LINESTRING (77.6896338 12.8318438, 77.6885589 12.8320448)",570
2550451347,12174197239,24.209,residential,"LINESTRING (77.6896338 12.8318438, 77.6896749 12.8320578)",571
